CodeC,country,Country Code,year,time_period,obs_value,sex,Region,Sub-region
MMR2010Fem,Burma,MMR,2010,01/01/2010,68.6,Female,Asia,South-eastern Asia
MMR2010Mal,Burma,MMR,2010,01/01/2010,69.9,Male,Asia,South-eastern Asia
MMR2010Tot,Burma,MMR,2010,01/01/2010,69.3,Total,Asia,South-eastern Asia
PER2010Fem,Peru,PER,2010,01/01/2010,68.1,Female,Americas,Latin America and the Caribbean
PER2010Mal,Peru,PER,2010,01/01/2010,68.8,Male,Americas,Latin America and the Caribbean
PER2010Tot,Peru,PER,2010,01/01/2010,68.4,Total,Americas,Latin America and the Caribbean
SRB2010Fem,Serbia,SRB,2010,01/01/2010,91.4,Female,Europe,Southern Europe
SRB2010Mal,Serbia,SRB,2010,01/01/2010,88.7,Male,Europe,Southern Europe
SRB2010Tot,Serbia,SRB,2010,01/01/2010,89.7,Total,Europe,Southern Europe
SLE2010Fem,Sierra Leone,SLE,2010,01/01/2010,75.4,Female,Africa,Sub-Saharan Africa
SLE2010Mal,Sierra Leone,SLE,2010,01/01/2010,72.2,Male,Africa,Sub-Saharan Africa
SLE2010Tot,Sierra Leone,SLE,2010,01/01/2010,73.7,Total,Africa,Sub-Saharan Africa
SSD2010Fem,South Sudan,SSD,2010,01/01/2010,47.2,Female,Africa,Sub-Saharan Africa
SSD2010Mal,South Sudan,SSD,2010,01/01/2010,48,Male,Africa,Sub-Saharan Africa
SSD2010Tot,South Sudan,SSD,2010,01/01/2010,47.6,Total,Africa,Sub-Saharan Africa
PSE2010Fem,"Palestinian Territory, Occupied",PSE,2010,01/01/2010,62.4,Female,Asia,Western Asia
PSE2010Mal,"Palestinian Territory, Occupied",PSE,2010,01/01/2010,66.5,Male,Asia,Western Asia
PSE2010Tot,"Palestinian Territory, Occupied",PSE,2010,01/01/2010,64.8,Total,Asia,Western Asia
SDN2010Fem,Sudan,SDN,2010,01/01/2010,54.9,Female,Africa,Northern Africa
SDN2010Mal,Sudan,SDN,2010,01/01/2010,56.6,Male,Africa,Northern Africa
SDN2010Tot,Sudan,SDN,2010,01/01/2010,55.8,Total,Africa,Northern Africa
SUR2010Tot,Suriname,SUR,2010,01/01/2010,75.8,Total,Americas,Latin America and the Caribbean
TLS2010Fem,Timor-Leste,TLS,2010,01/01/2010,73.1,Female,Asia,South-eastern Asia
TLS2010Mal,Timor-Leste,TLS,2010,01/01/2010,68.6,Male,Asia,South-eastern Asia
TLS2010Tot,Timor-Leste,TLS,2010,01/01/2010,70.9,Total,Asia,South-eastern Asia
TGO2010Fem,Togo,TGO,2010,01/01/2010,29.9,Female,Africa,Sub-Saharan Africa
TGO2010Mal,Togo,TGO,2010,01/01/2010,34.6,Male,Africa,Sub-Saharan Africa
TGO2010Tot,Togo,TGO,2010,01/01/2010,32.1,Total,Africa,Sub-Saharan Africa
TZA2010Fem,"Tanzania, United Republic of",TZA,2010,01/01/2010,67.7,Female,Africa,Sub-Saharan Africa
TZA2010Mal,"Tanzania, United Republic of",TZA,2010,01/01/2010,73.3,Male,Africa,Sub-Saharan Africa
TZA2010Tot,"Tanzania, United Republic of",TZA,2010,01/01/2010,70.6,Total,Africa,Sub-Saharan Africa
AFG2011Fem,Afghanistan,AFG,2011,01/01/2011,59.1,Female,Asia,Southern Asia
AFG2011Mal,Afghanistan,AFG,2011,01/01/2011,61.9,Male,Asia,Southern Asia
AFG2011Tot,Afghanistan,AFG,2011,01/01/2011,60.5,Total,Asia,Southern Asia
BGD2011Fem,Bangladesh,BGD,2011,01/01/2011,29.3,Female,Asia,Southern Asia
BGD2011Mal,Bangladesh,BGD,2011,01/01/2011,39.5,Male,Asia,Southern Asia
BGD2011Tot,Bangladesh,BGD,2011,01/01/2011,35.2,Total,Asia,Southern Asia
BLZ2011Tot,Belize,BLZ,2011,01/01/2011,82.2,Total,Americas,Latin America and the Caribbean
BOL2011Tot,"Bolivia, Plurinational State of",BOL,2011,01/01/2011,61.7,Total,Americas,Latin America and the Caribbean
KHM2011Fem,Cambodia,KHM,2011,01/01/2011,66,Female,Asia,South-eastern Asia
KHM2011Mal,Cambodia,KHM,2011,01/01/2011,62.7,Male,Asia,South-eastern Asia
KHM2011Tot,Cambodia,KHM,2011,01/01/2011,64.2,Total,Asia,South-eastern Asia
CMR2011Fem,Cameroon,CMR,2011,01/01/2011,28.3,Female,Africa,Sub-Saharan Africa
CMR2011Mal,Cameroon,CMR,2011,01/01/2011,31.6,Male,Africa,Sub-Saharan Africa
CMR2011Tot,Cameroon,CMR,2011,01/01/2011,29.9,Total,Africa,Sub-Saharan Africa
CRI2011Fem,Costa Rica,CRI,2011,01/01/2011,83.6,Female,Americas,Latin America and the Caribbean
CRI2011Mal,Costa Rica,CRI,2011,01/01/2011,71.7,Male,Americas,Latin America and the Caribbean
CRI2011Tot,Costa Rica,CRI,2011,01/01/2011,77.2,Total,Americas,Latin America and the Caribbean
CUB2011Fem,Cuba,CUB,2011,01/01/2011,98.3,Female,Americas,Latin America and the Caribbean
CUB2011Mal,Cuba,CUB,2011,01/01/2011,95.3,Male,Americas,Latin America and the Caribbean
CUB2011Tot,Cuba,CUB,2011,01/01/2011,96.5,Total,Americas,Latin America and the Caribbean
GNQ2011Fem,Equatorial Guinea,GNQ,2011,01/01/2011,50,Female,Africa,Sub-Saharan Africa
GNQ2011Mal,Equatorial Guinea,GNQ,2011,01/01/2011,57.4,Male,Africa,Sub-Saharan Africa
GNQ2011Tot,Equatorial Guinea,GNQ,2011,01/01/2011,54.3,Total,Africa,Sub-Saharan Africa
ETH2011Fem,Ethiopia,ETH,2011,01/01/2011,28.7,Female,Africa,Sub-Saharan Africa
ETH2011Mal,Ethiopia,ETH,2011,01/01/2011,25.4,Male,Africa,Sub-Saharan Africa
ETH2011Tot,Ethiopia,ETH,2011,01/01/2011,27,Total,Africa,Sub-Saharan Africa
GHA2011Fem,Ghana,GHA,2011,01/01/2011,33.9,Female,Africa,Sub-Saharan Africa
GHA2011Mal,Ghana,GHA,2011,01/01/2011,48.8,Male,Africa,Sub-Saharan Africa
GHA2011Tot,Ghana,GHA,2011,01/01/2011,41.3,Total,Africa,Sub-Saharan Africa
IRQ2011Fem,Iraq,IRQ,2011,01/01/2011,71.8,Female,Asia,Western Asia
IRQ2011Mal,Iraq,IRQ,2011,01/01/2011,76.5,Male,Asia,Western Asia
IRQ2011Tot,Iraq,IRQ,2011,01/01/2011,74.4,Total,Asia,Western Asia
JAM2011Tot,Jamaica,JAM,2011,01/01/2011,82.3,Total,Americas,Latin America and the Caribbean
KAZ2011Fem,Kazakhstan,KAZ,2011,01/01/2011,79.6,Female,Asia,Central Asia
KAZ2011Mal,Kazakhstan,KAZ,2011,01/01/2011,82.5,Male,Asia,Central Asia
KAZ2011Tot,Kazakhstan,KAZ,2011,01/01/2011,81.2,Total,Asia,Central Asia
MRT2011Fem,Mauritania,MRT,2011,01/01/2011,45.1,Female,Africa,Sub-Saharan Africa
MRT2011Mal,Mauritania,MRT,2011,01/01/2011,41.2,Male,Africa,Sub-Saharan Africa
MRT2011Tot,Mauritania,MRT,2011,01/01/2011,43.1,Total,Africa,Sub-Saharan Africa
MAR2011Tot,Morocco,MAR,2011,01/01/2011,70.1,Total,Africa,Northern Africa
MOZ2011Fem,Mozambique,MOZ,2011,01/01/2011,49.7,Female,Africa,Sub-Saharan Africa
MOZ2011Mal,Mozambique,MOZ,2011,01/01/2011,50.6,Male,Africa,Sub-Saharan Africa
MOZ2011Tot,Mozambique,MOZ,2011,01/01/2011,50.2,Total,Africa,Sub-Saharan Africa
NPL2011Tot,Nepal,NPL,2011,01/01/2011,50,Total,Asia,Southern Asia
NGA2011Fem,Nigeria,NGA,2011,01/01/2011,40.8,Female,Africa,Sub-Saharan Africa
NGA2011Mal,Nigeria,NGA,2011,01/01/2011,38.8,Male,Africa,Sub-Saharan Africa
NGA2011Tot,Nigeria,NGA,2011,01/01/2011,39.7,Total,Africa,Sub-Saharan Africa
PER2011Fem,Peru,PER,2011,01/01/2011,62,Female,Americas,Latin America and the Caribbean
PER2011Mal,Peru,PER,2011,01/01/2011,61.2,Male,Americas,Latin America and the Caribbean
PER2011Tot,Peru,PER,2011,01/01/2011,61.6,Total,Americas,Latin America and the Caribbean
RWA2011Fem,Rwanda,RWA,2011,01/01/2011,50.5,Female,Africa,Sub-Saharan Africa
RWA2011Mal,Rwanda,RWA,2011,01/01/2011,50.1,Male,Africa,Sub-Saharan Africa
RWA2011Tot,Rwanda,RWA,2011,01/01/2011,50.2,Total,Africa,Sub-Saharan Africa
SEN2011Fem,Senegal,SEN,2011,01/01/2011,47.8,Female,Africa,Sub-Saharan Africa
SEN2011Mal,Senegal,SEN,2011,01/01/2011,51.5,Male,Africa,Sub-Saharan Africa
SEN2011Tot,Senegal,SEN,2011,01/01/2011,49.9,Total,Africa,Sub-Saharan Africa
UGA2011Fem,Uganda,UGA,2011,01/01/2011,82.8,Female,Africa,Sub-Saharan Africa
UGA2011Mal,Uganda,UGA,2011,01/01/2011,74.9,Male,Africa,Sub-Saharan Africa
UGA2011Tot,Uganda,UGA,2011,01/01/2011,78.7,Total,Africa,Sub-Saharan Africa
VNM2011Fem,Viet Nam,VNM,2011,01/01/2011,76.9,Female,Asia,South-eastern Asia
VNM2011Mal,Viet Nam,VNM,2011,01/01/2011,69.6,Male,Asia,South-eastern Asia
VNM2011Tot,Viet Nam,VNM,2011,01/01/2011,73,Total,Asia,South-eastern Asia
ZWE2011Fem,Zimbabwe,ZWE,2011,01/01/2011,55.2,Female,Africa,Sub-Saharan Africa
ZWE2011Mal,Zimbabwe,ZWE,2011,01/01/2011,41,Male,Africa,Sub-Saharan Africa
ZWE2011Tot,Zimbabwe,ZWE,2011,01/01/2011,48,Total,Africa,Sub-Saharan Africa
ARG2012Fem,Argentina,ARG,2012,01/01/2012,93,Female,Americas,Latin America and the Caribbean
ARG2012Mal,Argentina,ARG,2012,01/01/2012,95.2,Male,Americas,Latin America and the Caribbean
ARG2012Tot,Argentina,ARG,2012,01/01/2012,94.3,Total,Americas,Latin America and the Caribbean
BLR2012Fem,Belarus,BLR,2012,01/01/2012,94.7,Female,Europe,Eastern Europe
BLR2012Mal,Belarus,BLR,2012,01/01/2012,92.4,Male,Europe,Eastern Europe
BLR2012Tot,Belarus,BLR,2012,01/01/2012,93.4,Total,Europe,Eastern Europe
BEN2012Fem,Benin,BEN,2012,01/01/2012,38.5,Female,Africa,Sub-Saharan Africa
BEN2012Mal,Benin,BEN,2012,01/01/2012,24.3,Male,Africa,Sub-Saharan Africa
BEN2012Tot,Benin,BEN,2012,01/01/2012,31,Total,Africa,Sub-Saharan Africa
BOL2012Tot,"Bolivia, Plurinational State of",BOL,2012,01/01/2012,71.2,Total,Americas,Latin America and the Caribbean
BIH2012Tot,Bosnia and Herzegovina,BIH,2012,01/01/2012,87,Total,Europe,Southern Europe
BDI2012Fem,Burundi,BDI,2012,01/01/2012,49.7,Female,Africa,Sub-Saharan Africa
BDI2012Mal,Burundi,BDI,2012,01/01/2012,58.8,Male,Africa,Sub-Saharan Africa
BDI2012Tot,Burundi,BDI,2012,01/01/2012,54.1,Total,Africa,Sub-Saharan Africa
COM2012Fem,Comoros,COM,2012,01/01/2012,32.4,Female,Africa,Sub-Saharan Africa
COM2012Mal,Comoros,COM,2012,01/01/2012,43.3,Male,Africa,Sub-Saharan Africa
COM2012Tot,Comoros,COM,2012,01/01/2012,38.1,Total,Africa,Sub-Saharan Africa
COG2012Fem,Congo,COG,2012,01/01/2012,56.6,Female,Africa,Sub-Saharan Africa
COG2012Mal,Congo,COG,2012,01/01/2012,46.7,Male,Africa,Sub-Saharan Africa
COG2012Tot,Congo,COG,2012,01/01/2012,52.1,Total,Africa,Sub-Saharan Africa
CIV2021Fem,Ivory Coast,CIV,2021,01/01/2021,65.2,Female,Africa,Sub-Saharan Africa
CIV2021Mal,Ivory Coast,CIV,2021,01/01/2021,68.8,Male,Africa,Sub-Saharan Africa
CIV2021Tot,Ivory Coast,CIV,2021,01/01/2021,66.9,Total,Africa,Sub-Saharan Africa
DJI2012Tot,Djibouti,DJI,2012,01/01/2012,94.4,Total,Africa,Sub-Saharan Africa
GAB2012Fem,Gabon,GAB,2012,01/01/2012,62.4,Female,Africa,Sub-Saharan Africa
GAB2012Mal,Gabon,GAB,2012,01/01/2012,72.2,Male,Africa,Sub-Saharan Africa
GAB2012Tot,Gabon,GAB,2012,01/01/2012,67.7,Total,Africa,Sub-Saharan Africa
GIN2012Fem,Guinea,GIN,2012,01/01/2012,37.3,Female,Africa,Sub-Saharan Africa
GIN2012Mal,Guinea,GIN,2012,01/01/2012,37.3,Male,Africa,Sub-Saharan Africa
GIN2012Tot,Guinea,GIN,2012,01/01/2012,37.3,Total,Africa,Sub-Saharan Africa
HTI2012Fem,Haiti,HTI,2012,01/01/2012,36.2,Female,Americas,Latin America and the Caribbean
HTI2012Mal,Haiti,HTI,2012,01/01/2012,39.4,Male,Americas,Latin America and the Caribbean
HTI2012Tot,Haiti,HTI,2012,01/01/2012,37.9,Total,Americas,Latin America and the Caribbean
HND2012Fem,Honduras,HND,2012,01/01/2012,64,Female,Americas,Latin America and the Caribbean
HND2012Mal,Honduras,HND,2012,01/01/2012,63.8,Male,Americas,Latin America and the Caribbean
HND2012Tot,Honduras,HND,2012,01/01/2012,63.9,Total,Americas,Latin America and the Caribbean
IDN2012Fem,Indonesia,IDN,2012,01/01/2012,74.6,Female,Asia,South-eastern Asia
IDN2012Mal,Indonesia,IDN,2012,01/01/2012,75.9,Male,Asia,South-eastern Asia
IDN2012Tot,Indonesia,IDN,2012,01/01/2012,75.3,Total,Asia,South-eastern Asia
JOR2012Fem,Jordan,JOR,2012,01/01/2012,74,Female,Asia,Western Asia
JOR2012Mal,Jordan,JOR,2012,01/01/2012,79.1,Male,Asia,Western Asia
JOR2012Tot,Jordan,JOR,2012,01/01/2012,77.2,Total,Asia,Western Asia
KGZ2012Fem,Kyrgyzstan,KGZ,2012,01/01/2012,34.7,Female,Asia,Central Asia
KGZ2012Tot,Kyrgyzstan,KGZ,2012,01/01/2012,33.2,Total,Asia,Central Asia
LAO2012Fem,Lao People's Democratic Republic,LAO,2012,01/01/2012,55.9,Female,Asia,South-eastern Asia
LAO2012Mal,Lao People's Democratic Republic,LAO,2012,01/01/2012,53.2,Male,Asia,South-eastern Asia
LAO2012Tot,Lao People's Democratic Republic,LAO,2012,01/01/2012,54.4,Total,Asia,South-eastern Asia
NIC2012Fem,Nicaragua,NIC,2012,01/01/2012,69.2,Female,Americas,Latin America and the Caribbean
NIC2012Mal,Nicaragua,NIC,2012,01/01/2012,65.6,Male,Americas,Latin America and the Caribbean
NIC2012Tot,Nicaragua,NIC,2012,01/01/2012,67.4,Total,Americas,Latin America and the Caribbean
NER2012Fem,Niger,NER,2012,01/01/2012,53.7,Female,Africa,Sub-Saharan Africa
NER2012Mal,Niger,NER,2012,01/01/2012,52.5,Male,Africa,Sub-Saharan Africa
NER2012Tot,Niger,NER,2012,01/01/2012,53.1,Total,Africa,Sub-Saharan Africa
PER2012Fem,Peru,PER,2012,01/01/2012,60,Female,Americas,Latin America and the Caribbean
PER2012Mal,Peru,PER,2012,01/01/2012,58.7,Male,Americas,Latin America and the Caribbean
PER2012Tot,Peru,PER,2012,01/01/2012,59.3,Total,Americas,Latin America and the Caribbean
MDA2012Tot,"Moldova, Republic of",MDA,2012,01/01/2012,79.2,Total,Europe,Eastern Europe
TJK2012Tot,Tajikistan,TJK,2012,01/01/2012,63,Total,Asia,Central Asia
THA2012Fem,Thailand,THA,2012,01/01/2012,87.6,Female,Asia,South-eastern Asia
THA2012Mal,Thailand,THA,2012,01/01/2012,78.2,Male,Asia,South-eastern Asia
THA2012Tot,Thailand,THA,2012,01/01/2012,83.3,Total,Asia,South-eastern Asia
TUN2012Fem,Tunisia,TUN,2012,01/01/2012,58,Female,Africa,Northern Africa
TUN2012Mal,Tunisia,TUN,2012,01/01/2012,60.8,Male,Africa,Northern Africa
TUN2012Tot,Tunisia,TUN,2012,01/01/2012,59.5,Total,Africa,Northern Africa
UKR2012Fem,Ukraine,UKR,2012,01/01/2012,91,Female,Europe,Eastern Europe
UKR2012Mal,Ukraine,UKR,2012,01/01/2012,93.2,Male,Europe,Eastern Europe
UKR2012Tot,Ukraine,UKR,2012,01/01/2012,92.3,Total,Europe,Eastern Europe
DZA2013Fem,Algeria,DZA,2013,01/01/2013,65.6,Female,Africa,Northern Africa
DZA2013Mal,Algeria,DZA,2013,01/01/2013,67.1,Male,Africa,Northern Africa
DZA2013Tot,Algeria,DZA,2013,01/01/2013,66.4,Total,Africa,Northern Africa
BGD2013Fem,Bangladesh,BGD,2013,01/01/2013,31.9,Female,Asia,Southern Asia
BGD2013Mal,Bangladesh,BGD,2013,01/01/2013,38.8,Male,Asia,Southern Asia
BGD2013Tot,Bangladesh,BGD,2013,01/01/2013,35.8,Total,Asia,Southern Asia
BOL2013Tot,"Bolivia, Plurinational State of",BOL,2013,01/01/2013,73.8,Total,Americas,Latin America and the Caribbean
DOM2013Fem,Dominican Republic,DOM,2013,01/01/2013,68.8,Female,Americas,Latin America and the Caribbean
DOM2013Mal,Dominican Republic,DOM,2013,01/01/2013,63.5,Male,Americas,Latin America and the Caribbean
DOM2013Tot,Dominican Republic,DOM,2013,01/01/2013,66,Total,Americas,Latin America and the Caribbean
GMB2013Fem,Gambia,GMB,2013,01/01/2013,62.5,Female,Africa,Sub-Saharan Africa
GMB2013Mal,Gambia,GMB,2013,01/01/2013,72,Male,Africa,Sub-Saharan Africa
GMB2013Tot,Gambia,GMB,2013,01/01/2013,68,Total,Africa,Sub-Saharan Africa
LBR2013Fem,Liberia,LBR,2013,01/01/2013,44,Female,Africa,Sub-Saharan Africa
LBR2013Mal,Liberia,LBR,2013,01/01/2013,56.5,Male,Africa,Sub-Saharan Africa
LBR2013Tot,Liberia,LBR,2013,01/01/2013,50.7,Total,Africa,Sub-Saharan Africa
MDG2013Fem,Madagascar,MDG,2013,01/01/2013,39.7,Female,Africa,Sub-Saharan Africa
MDG2013Mal,Madagascar,MDG,2013,01/01/2013,41.3,Male,Africa,Sub-Saharan Africa
MDG2013Tot,Madagascar,MDG,2013,01/01/2013,40.5,Total,Africa,Sub-Saharan Africa
MLI2013Fem,Mali,MLI,2013,01/01/2013,22.4,Female,Africa,Sub-Saharan Africa
MLI2013Mal,Mali,MLI,2013,01/01/2013,30.2,Male,Africa,Sub-Saharan Africa
MLI2013Tot,Mali,MLI,2013,01/01/2013,26.7,Total,Africa,Sub-Saharan Africa
NAM2013Tot,Namibia,NAM,2013,01/01/2013,68,Total,Africa,Sub-Saharan Africa
NGA2013Fem,Nigeria,NGA,2013,01/01/2013,32.8,Female,Africa,Sub-Saharan Africa
NGA2013Mal,Nigeria,NGA,2013,01/01/2013,36.2,Male,Africa,Sub-Saharan Africa
NGA2013Tot,Nigeria,NGA,2013,01/01/2013,34.5,Total,Africa,Sub-Saharan Africa
PAK2013Fem,Pakistan,PAK,2013,01/01/2013,62.3,Female,Asia,Southern Asia
PAK2013Mal,Pakistan,PAK,2013,01/01/2013,66.4,Male,Asia,Southern Asia
PAK2013Tot,Pakistan,PAK,2013,01/01/2013,64.4,Total,Asia,Southern Asia
PAN2013Fem,Panama,PAN,2013,01/01/2013,79.7,Female,Americas,Latin America and the Caribbean
PAN2013Mal,Panama,PAN,2013,01/01/2013,83.6,Male,Americas,Latin America and the Caribbean
PAN2013Tot,Panama,PAN,2013,01/01/2013,81.6,Total,Americas,Latin America and the Caribbean
PER2013Fem,Peru,PER,2013,01/01/2013,61.5,Female,Americas,Latin America and the Caribbean
PER2013Mal,Peru,PER,2013,01/01/2013,58.1,Male,Americas,Latin America and the Caribbean
PER2013Tot,Peru,PER,2013,01/01/2013,59.6,Total,Americas,Latin America and the Caribbean
PHL2013Tot,Philippines,PHL,2013,01/01/2013,64,Total,Asia,South-eastern Asia
SEN2013Fem,Senegal,SEN,2013,01/01/2013,51.6,Female,Africa,Sub-Saharan Africa
SEN2013Mal,Senegal,SEN,2013,01/01/2013,54.5,Male,Africa,Sub-Saharan Africa
SEN2013Tot,Senegal,SEN,2013,01/01/2013,53,Total,Africa,Sub-Saharan Africa
SLE2013Fem,Sierra Leone,SLE,2013,01/01/2013,72.5,Female,Africa,Sub-Saharan Africa
SLE2013Mal,Sierra Leone,SLE,2013,01/01/2013,70.9,Male,Africa,Sub-Saharan Africa
SLE2013Tot,Sierra Leone,SLE,2013,01/01/2013,71.7,Total,Africa,Sub-Saharan Africa
URY2013Fem,Uruguay,URY,2013,01/01/2013,80.6,Female,Americas,Latin America and the Caribbean
URY2013Mal,Uruguay,URY,2013,01/01/2013,98,Male,Americas,Latin America and the Caribbean
URY2013Tot,Uruguay,URY,2013,01/01/2013,91.1,Total,Americas,Latin America and the Caribbean
VUT2013Tot,Vanuatu,VUT,2013,01/01/2013,72.1,Total,Oceania,Melanesia
YEM2013Fem,Yemen,YEM,2013,01/01/2013,26.5,Female,Asia,Western Asia
YEM2013Mal,Yemen,YEM,2013,01/01/2013,40.8,Male,Asia,Western Asia
YEM2013Tot,Yemen,YEM,2013,01/01/2013,34,Total,Asia,Western Asia
BGD2014Fem,Bangladesh,BGD,2014,01/01/2014,46.7,Female,Asia,Southern Asia
BGD2014Mal,Bangladesh,BGD,2014,01/01/2014,38.8,Male,Asia,Southern Asia
BGD2014Tot,Bangladesh,BGD,2014,01/01/2014,42,Total,Asia,Southern Asia
BEN2014Fem,Benin,BEN,2014,01/01/2014,25.3,Female,Africa,Sub-Saharan Africa
BEN2014Mal,Benin,BEN,2014,01/01/2014,21,Male,Africa,Sub-Saharan Africa
BEN2014Tot,Benin,BEN,2014,01/01/2014,23.3,Total,Africa,Sub-Saharan Africa
BOL2014Tot,"Bolivia, Plurinational State of",BOL,2014,01/01/2014,63.3,Total,Americas,Latin America and the Caribbean
KHM2014Fem,Cambodia,KHM,2014,01/01/2014,75.9,Female,Asia,South-eastern Asia
KHM2014Mal,Cambodia,KHM,2014,01/01/2014,62.2,Male,Asia,South-eastern Asia
KHM2014Tot,Cambodia,KHM,2014,01/01/2014,68.8,Total,Asia,South-eastern Asia
CMR2014Fem,Cameroon,CMR,2014,01/01/2014,28.8,Female,Africa,Sub-Saharan Africa
CMR2014Mal,Cameroon,CMR,2014,01/01/2014,27.5,Male,Africa,Sub-Saharan Africa
CMR2014Tot,Cameroon,CMR,2014,01/01/2014,28.1,Total,Africa,Sub-Saharan Africa
CUB2014Fem,Cuba,CUB,2014,01/01/2014,90.4,Female,Americas,Latin America and the Caribbean
CUB2014Mal,Cuba,CUB,2014,01/01/2014,94,Male,Americas,Latin America and the Caribbean
CUB2014Tot,Cuba,CUB,2014,01/01/2014,92.6,Total,Americas,Latin America and the Caribbean
COD2014Fem,"Congo, the Democratic Republic of the",COD,2014,01/01/2014,38.8,Female,Africa,Sub-Saharan Africa
COD2014Mal,"Congo, the Democratic Republic of the",COD,2014,01/01/2014,44.4,Male,Africa,Sub-Saharan Africa
COD2014Tot,"Congo, the Democratic Republic of the",COD,2014,01/01/2014,41.6,Total,Africa,Sub-Saharan Africa
DOM2014Fem,Dominican Republic,DOM,2014,01/01/2014,71.3,Female,Americas,Latin America and the Caribbean
DOM2014Mal,Dominican Republic,DOM,2014,01/01/2014,75.3,Male,Americas,Latin America and the Caribbean
DOM2014Tot,Dominican Republic,DOM,2014,01/01/2014,73.4,Total,Americas,Latin America and the Caribbean
EGY2014Fem,Egypt,EGY,2014,01/01/2014,66.1,Female,Africa,Northern Africa
EGY2014Mal,Egypt,EGY,2014,01/01/2014,69.6,Male,Africa,Northern Africa
EGY2014Tot,Egypt,EGY,2014,01/01/2014,68.1,Total,Africa,Northern Africa
SLV2014Fem,El Salvador,SLV,2014,01/01/2014,80.5,Female,Americas,Latin America and the Caribbean
SLV2014Mal,El Salvador,SLV,2014,01/01/2014,79,Male,Americas,Latin America and the Caribbean
SLV2014Tot,El Salvador,SLV,2014,01/01/2014,79.7,Total,Americas,Latin America and the Caribbean
SWZ2014Fem,Swaziland,SWZ,2014,01/01/2014,57.5,Female,Africa,Sub-Saharan Africa
SWZ2014Mal,Swaziland,SWZ,2014,01/01/2014,61.8,Male,Africa,Sub-Saharan Africa
SWZ2014Tot,Swaziland,SWZ,2014,01/01/2014,59.6,Total,Africa,Sub-Saharan Africa
GHA2014Fem,Ghana,GHA,2014,01/01/2014,58.7,Female,Africa,Sub-Saharan Africa
GHA2014Mal,Ghana,GHA,2014,01/01/2014,53.6,Male,Africa,Sub-Saharan Africa
GHA2014Tot,Ghana,GHA,2014,01/01/2014,55.9,Total,Africa,Sub-Saharan Africa
GNB2014Fem,Guinea-Bissau,GNB,2014,01/01/2014,31.2,Female,Africa,Sub-Saharan Africa
GNB2014Mal,Guinea-Bissau,GNB,2014,01/01/2014,38.3,Male,Africa,Sub-Saharan Africa
GNB2014Tot,Guinea-Bissau,GNB,2014,01/01/2014,34.3,Total,Africa,Sub-Saharan Africa
GUY2014Mal,Guyana,GUY,2014,01/01/2014,77.4,Male,Americas,Latin America and the Caribbean
GUY2014Tot,Guyana,GUY,2014,01/01/2014,83.6,Total,Americas,Latin America and the Caribbean
IND2014Fem,India,IND,2014,01/01/2014,75.4,Female,Asia,Southern Asia
IND2014Mal,India,IND,2014,01/01/2014,78.1,Male,Asia,Southern Asia
IND2014Tot,India,IND,2014,01/01/2014,76.9,Total,Asia,Southern Asia
KEN2014Fem,Kenya,KEN,2014,01/01/2014,63.7,Female,Africa,Sub-Saharan Africa
KEN2014Mal,Kenya,KEN,2014,01/01/2014,67.7,Male,Africa,Sub-Saharan Africa
KEN2014Tot,Kenya,KEN,2014,01/01/2014,65.7,Total,Africa,Sub-Saharan Africa
KGZ2014Fem,Kyrgyzstan,KGZ,2014,01/01/2014,62.7,Female,Asia,Central Asia
KGZ2014Tot,Kyrgyzstan,KGZ,2014,01/01/2014,59.7,Total,Asia,Central Asia
LSO2014Fem,Lesotho,LSO,2014,01/01/2014,65.7,Female,Africa,Sub-Saharan Africa
LSO2014Mal,Lesotho,LSO,2014,01/01/2014,60.5,Male,Africa,Sub-Saharan Africa
LSO2014Tot,Lesotho,LSO,2014,01/01/2014,63.1,Total,Africa,Sub-Saharan Africa
MWI2014Fem,Malawi,MWI,2014,01/01/2014,67.1,Female,Africa,Sub-Saharan Africa
MWI2014Mal,Malawi,MWI,2014,01/01/2014,69.2,Male,Africa,Sub-Saharan Africa
MWI2014Tot,Malawi,MWI,2014,01/01/2014,68.2,Total,Africa,Sub-Saharan Africa
MNG2014Fem,Mongolia,MNG,2014,01/01/2014,66.3,Female,Asia,Eastern Asia
MNG2014Mal,Mongolia,MNG,2014,01/01/2014,74.3,Male,Asia,Eastern Asia
MNG2014Tot,Mongolia,MNG,2014,01/01/2014,70.3,Total,Asia,Eastern Asia
NPL2014Fem,Nepal,NPL,2014,01/01/2014,53.2,Female,Asia,Southern Asia
NPL2014Mal,Nepal,NPL,2014,01/01/2014,47.4,Male,Asia,Southern Asia
NPL2014Tot,Nepal,NPL,2014,01/01/2014,50.1,Total,Asia,Southern Asia
OMN2014Fem,Oman,OMN,2014,01/01/2014,55,Female,Asia,Western Asia
OMN2014Mal,Oman,OMN,2014,01/01/2014,57.4,Male,Asia,Western Asia
OMN2014Tot,Oman,OMN,2014,01/01/2014,56.3,Total,Asia,Western Asia
PER2014Fem,Peru,PER,2014,01/01/2014,60.4,Female,Americas,Latin America and the Caribbean
PER2014Mal,Peru,PER,2014,01/01/2014,60.3,Male,Americas,Latin America and the Caribbean
PER2014Tot,Peru,PER,2014,01/01/2014,60.4,Total,Americas,Latin America and the Caribbean
